,title,authors,isbn,average_rating,ratings_count,text_reviews_count,best_seller
1762,Dawn,Elie Wiesel/Frances Frenaye,809037726,3.87,12576,975,
1763,Day,Elie Wiesel/Anne Borchardt,809023091,3.84,7332,465,
1764,Day And Night,Better Homes and Gardens,696018829,0,0,1,
1765,Daybreak: Thoughts On The Prejudices Of Morality,Friedrich Nietzsche/R.J. Hollingdale,521599636,4.18,818,26,
1766,Days Between Stations,Steve Erickson,743265696,4,709,49,
1767,Days: A Tangier Diary,Paul Bowles,61137367,3.31,123,16,
1768,Dayworld,Philip José Farmer,441140017,3.64,1315,68,
1769,Dazzling Brightness,Roberta Gellis,786000236,3.84,196,16,
1770,De Kooning: An American Master,Mark Stevens/Annalyn Swan,375711163,4.11,2732,105,
1771,De Profundis,Oscar Wilde,8484034348,4.18,13,2,
1772,De Profundis And Other Writings,Oscar Wilde/Hesketh Pearson,014043089X,4.21,2298,91,
1773,Dead Babies,Martin Amis,067973449X,3.32,6348,162,
1774,Dead Beat,Jim Butcher,045146091X,4.43,91592,2747,True
1775,Dead Cert,Dick Francis,425194973,3.97,4964,124,
1776,Dead I Well May Be,Adrian McKinty,743470567,3.97,2594,243,True
1777,Dead Man'S Folly,Agatha Christie/David Suchet,1572705477,3.79,12256,393,True
1778,Dead Of Winter,P.J. Parrish,786011890,3.95,773,86,
1779,Dead Sleep,Greg Iles,451206525,4.05,8124,475,
1780,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,1400043190,3.99,388,49,
1781,Dead Witch Walking,Kim Harrison,60572965,4.04,99076,4091,
1782,Dead Wrong,J.A. Jance,60540907,4.04,4163,220,True
1783,Deadlock,James Scott Bell,310243882,3.96,327,20,True
1784,Deadly Feasts: Tracking The Secrets Of A Terrifying New Plague,Richard Rhodes,684844257,4,1121,76,
1785,Deadly Love,Brenda Joyce,312977670,3.96,755,52,
1786,Dealing In Futures,Joe Haldeman,451452585,3.73,193,12,
1787,Dear Genius...: A Memoir Of My Life With Truman Capote,Jack Dunphy,70183171,3.33,36,6,
1788,Dear Genius: The Letters Of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,64462358,4.4,533,112,
1789,Dear God  Help!!! Love  Earl,Barbara Park/Kenneth Lafreniere,679853952,3.97,37,4,
1790,Dear John,Nicholas Sparks,446528056,4.03,502726,9645,
1791,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,1416912339,4.13,7,0,
1792,Dear Sister,Francine Pascal/Kate William,553276727,3.53,2071,81,
1793,Death And The King'S Horseman,Wole Soyinka/Simon Gikandi,393977617,3.76,259,30,
1794,Death By Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,393062244,4.1,9837,552,
1795,Death In Berlin,M.M. Kaye,312263082,3.89,889,62,
1796,Death In Holy Orders,P.D. James/Christa Seibicke,345446666,3.92,9847,516,
1797,Death In Kashmir,M.M. Kaye,312263104,3.95,1511,104,
1798,Death In The Andamans,M.M. Kaye,312252811,3.93,845,57,True
1799,Death Match,Diane Duane/Tom Clancy/Steve Pieczenik,042518448X,4.17,136,1,
1800,Death Note  Vol. 10: Deletion,Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,142151155X,4.22,12461,325,
1801,Death Note  Vol. 1: Boredom,Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501686,4.43,174482,3010,
1802,Death Note  Vol. 2: Confluence,Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501694,4.43,25578,948,
1803,Death Note  Vol. 3: Hard Run,Tsugumi Ohba/Takeshi Obata/Pookie Rolf,1421501708,4.43,22435,741,
1804,Death Note  Vol. 3: 激走,Tsugumi Ohba/Takeshi Obata,4088736524,4.43,400,11,
1805,Death Note  Vol. 4: Love,Tsugumi Ohba/Alexis Kirsch,142150331X,4.39,21653,690,
1806,Death Note  Vol. 4: 恋心,Tsugumi Ohba/Takeshi Obata,4088736710,4.39,452,13,
1807,Death Note  Vol. 5: Whiteout,Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506262,4.34,19274,583,
1808,Death Note  Vol. 6: Give-And-Take,Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506270,4.39,18291,491,
1809,Death Note  Vol. 7: Zero,Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,1421506289,4.43,18321,586,
1810,Death Note  Vol. 8: Target,Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,1421506297,4.26,16983,428,
1811,Death Note  Vol. 9: Contact,Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,1421506300,4.21,13472,363,
1812,Death Note デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4088736214,4.43,227,38,
1813,Death Of A Blue Movie Star,Jeffery Deaver,055358295X,3.53,1194,50,
1814,Death Of A Celebrity,M.C. Beaton,446612049,3.84,2977,183,
1815,Death Of A Charming Man,M.C. Beaton,446403385,3.79,3618,223,
1816,Death Of A Darklord,Laurell K. Hamilton,786941227,3.43,2679,113,
1817,Death Of A Dreamer,M.C. Beaton,892967897,3.83,73,12,
1818,Death Of A Perfect Wife,M.C. Beaton,446614734,3.81,4958,285,
1819,Death Of A Poison Pen,M.C. Beaton,446614890,3.83,3318,204,
1820,Death Of A Salesman,Arthur  Miller,670261556,3.51,1223,104,
1821,Death Of A Scriptwriter,M.C. Beaton,446606987,3.79,3280,188,
1822,Death Of A Snob,M.C. Beaton,553409689,3.78,17,1,
1823,Death Of An Addict,M.C. Beaton,446608289,3.8,3015,167,
1824,Death Of An Expert Witness,P.D. James,571204201,3.99,8045,265,
1825,Death Of An Outsider,M.C. Beaton,446614726,3.83,5757,321,
1826,Death On The Nile,Agatha Christie,1579126898,4.1,674,91,True
1827,Death Ship Of Dartmouth,Michael Jecks,755323017,4.06,7,1,
1828,Death'S Acre: Inside The Legendary Forensic Lab The Body Farm Where The Dead Do Tell Tales,William M. Bass/Jon Jefferson,425198324,4.19,8481,451,
1829,Death: The High Cost Of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,1852864982,4.19,38276,462,
1830,Death: The Time Of Your Life,Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,1563893339,4.22,12377,198,
1831,Debt Of Honor,Tom Clancy,425147584,4.05,39521,469,
1832,Deception,Philip Roth,99801906,3.34,1524,118,
1833,Deception On His Mind,Elizabeth  George,553575090,4.05,8028,289,True
1834,Deception Point,Dan Brown,1416524800,3.71,4919,410,True
1835,Decider,Dick Francis,042519938X,3.99,3461,133,
1836,Deck The Halls,Mary Higgins Clark/Carol Higgins Clark,743418131,3.61,7116,276,
1837,Declarations Of Independence: Cross-Examining American Ideology,Howard Zinn,60921080,4.26,732,25,
1838,Deep Fire Rising,Jack Du Brul,451411188,4.19,1059,27,
1839,Deep River,Shūsaku Endō/Van C. Gessel,081121320X,3.92,1567,182,
1840,Deep Six,Clive Cussler,1416516859,3.9,14501,241,
1841,Deep Storm,Lincoln Child,385515502,3.87,21502,801,
1842,Deep Waters,Barbara Nadel,747267197,3.99,301,24,
1843,Deerskin,Robin McKinley,441012396,3.89,17485,1021,
1844,Del Amor Y Otros Demonios,Gabriel García Márquez,307350444,3.98,4508,278,
1845,Deluxe Encyclopedia Of Mandolin Chords,John  Baxter/Mel Bay,786647973,3.83,6,0,
1846,Delwau Duon: Peintiadau Nicholas Evans = Symphonies In Black: The Paintings Of Nicholas Evans,Nicholas    Evans/Rhonda  Evans,862431352,5,1,0,
1847,Demian,Hermann Hesse/Stanley Appelbaum,486420426,4.13,28,3,
1848,Democracy,Joan Didion,679754857,3.81,2070,169,
1849,Democracy In America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,140447601,4.02,18925,523,
1850,Democracy In America Volume 2,Alexis de Tocqueville/Eduardo Brandão/Phillips Bradley/Luann Walther,679728260,4.17,316,19,
1851,Democracy Matters: Winning The Fight Against Imperialism,Cornel West,1594200297,3.95,102,12,
1852,Demon Angel,Meljean Brook,425213471,3.53,2704,237,
1853,Demon Box,Ken Kesey,140085300,3.56,1418,55,
1854,Demon Deathchase,Hideyuki Kikuchi/Yoshitaka Amano,1595820310,4.02,1506,53,
1855,Demon Diary  Volume 01,Kara/Lee Chi-Hyong,1591821541,3.95,4685,78,
1856,Demon Diary  Volume 02,Kara/Jee-Hyung Lee,159182155X,4.14,1672,26,
1857,Demon Diary  Volume 03,Kara/Lee Yun-Hee,1591821568,4.07,1296,20,
1858,Demon Diary  Volume 04,Kara/Lee Yun-Hee,1591821576,4.1,1182,15,
1859,Demon In My View,Amelia Atwater-Rhodes,440228840,4.04,10944,390,
1860,Demon Rumm,Sandra Brown,553576070,3.35,3122,144,
1861,Demonic Males: Apes And The Origins Of Human Violence,Richard W. Wrangham/Dale Peterson,395877431,4.03,686,64,
1862,Demons,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,375411224,4.27,214,27,
1863,Demons Are Forever,Julie Kenner,425215385,3.89,2368,162,
1864,Demons Don'T Dream,Piers Anthony,812534832,3.8,7737,93,
1865,Den Of Thieves,James B. Stewart,067179227X,4.16,9718,216,
1866,Der Buchhändler Aus Kabul: Eine Familiengeschichte,Åsne Seierstad,3546003306,3.76,1,0,
1867,Der Fänger Im Roggen,J.D. Salinger/Eike Schönfeld,3462032186,3.8,33,6,
1868,Der Gesang Des Meeres. Beach Music,Pat Conroy,340412801X,4.15,7,2,
1869,Der Golem,Isaac Bashevis Singer,349175710X,3.75,2,0,
1870,Der Lohfarbene Mann,Robin Hobb,3404283368,4.31,8,0,
1871,Der Prophet,Kahlil Gibran,3530268038,4.23,9,0,
1872,Der Prozess,Franz Kafka,805232117,3.98,2,0,
1873,Der Richter Und Sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,395044995,3.73,5420,81,
1874,Der Sohn Von Shannara,Terry Brooks/Tony Westermayr,3442249759,4.16,5,0,
1875,Descent Of Man,T. Coraghessan Boyle,140299947,3.96,605,44,
1876,Desde Mi Cielo,Alice Sebold/Aurora Echevarría,307209431,3.81,28,3,
1877,Desecration,Tim LaHaye/Jerry B. Jenkins,842332294,4.01,21603,261,
1878,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,1844082520,3.71,509,25,
1879,Desert Dawn,Waris Dirie/Jeanne D'Haem,1844080080,3.83,2011,84,
1880,Desert Flower,Waris Dirie/Cathleen Miller,688172377,4.15,11981,735,
1881,Desert Heat,J.A. Jance,727861158,4,41,11,
1882,Desert Queen: The Extraordinary Life Of Gertrude Bell: Adventurer  Adviser To Kings  Ally Of Lawrence Of Arabia,Janet Wallach,1400096197,3.92,2944,499,
1883,Design Like You Give A Damn: Architectural Responses To Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,1933045256,4.12,792,27,
1884,Desire And Duty: A Sequel To Jane Austen'S Pride And Prejudice,Ted Bader/Marilyn Bader,965429903,2.86,114,9,
1885,Desiring God: Meditations Of A Christian Hedonist,John Piper,1844740447,4.14,65,9,
1886,Desolation Angels,Jack Kerouac/Joyce Johnson,1573225053,3.93,9646,273,
1887,Desolation Jones: Made In England,Warren Ellis/J.H. Williams III,140121150X,3.93,1767,76,
1888,Despair,Vladimir Nabokov,014118454X,3.92,197,23,
1889,Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,067077605X,4.07,3231,72,
1890,Destiny'S Daughters,Gwynne Forster/Donna Hill/Parry A. Brown,758212380,4.2,71,8,
1891,Development  Geography  And Economic Theory,Paul Krugman,026261135X,4,81,3,
1892,Devil May Care,Elizabeth Peters,380731150,3.87,2233,109,
1893,Devil'S Backbone,Terry C. Johnston,312925743,4.17,105,6,
1894,Devil'S Embrace,Catherine Coulter,451200268,3.8,3381,116,
1895,Devilish,Maureen Johnson,1595140603,3.46,4782,463,
1896,Dewdrops On A Lotus Leaf: Zen Poems Of Ryokan,Ryōkan/John   Stevens,1590301080,4.58,183,19,
1897,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,1580402518,3.42,33,4,
1898,Diablo Ii Ultimate Strategy Guide,Bart G. Farkas,744001056,3.81,31,4,
1899,Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,1595322329,3.46,207,9,
1900,Diana Vreeland,Eleanor Dwight,688167381,4.24,150,17,
1901,Diaries  1910-1923,Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,805209069,4.23,2090,90,
1902,Diary,Chuck Palahniuk,1400032814,3.61,65139,2120,True
1903,Diary Of A Madman And Other Stories,Nikolai Gogol,486452352,4.12,7266,210,True
1904,Diary Of A Man In Despair,Friedrich Reck-Malleczewen/Paul Rubens/Richard J. Evans,1590175867,4.24,34,5,True
1905,Diary Of A Mistress,Miasha,743281594,4.34,2484,88,True
1906,Diary Of A Spider,Doreen Cronin/Harry Bliss,60001534,4.25,8134,292,True
1907,Dicey'S Song,Cynthia Voigt,689863624,3.96,16021,594,
1908,Die Broke: A Radical Four-Part Financial Plan,Stephen M. Pollan/Mark LeVine,887309429,3.64,270,45,
1909,Die Brücke Über Die Drina,Ivo Andrić/Ernst E. Jonas,3518399608,4.33,9,0,
1910,Die Entdeckung Der Langsamkeit,Sten Nadolny,3492207006,3.95,1806,27,
1911,Die Farbe Von Wasser,James   McBride,342661278X,4.09,38,1,
1912,Die Flucht Der Waisen,V.C. Andrews/Susanne Althoetmar-Smarczyk,3442354560,3.77,2,0,
1913,Die Geisha,Arthur Golden,3442726328,4.11,314,14,
1914,Die Hexen Von Salem Falls,Jodi Picoult,3822505870,3.82,23,3,
1915,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,3453215281,4.42,141,11,
1916,Die Leiden Des Jungen Werther,Johann Wolfgang von Goethe/R. Paulin,1853993239,3.67,24,1,
1917,Die Mandarins Von Paris,Simone de Beauvoir,3499107619,4.14,61,5,
1918,Die Naschkatzen,Jennifer Crusie,3442448964,3.94,15,1,
1919,Die Tagebücher Einer Nanny,Emma McLaughlin/Nicola Kraus,3442545536,3.42,38,2,
1920,Die Umarmung Des Todes,Natsuo Kirino,3442309174,3.92,6,2,
1921,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,2831557437,4.14,1,0,
1922,Die Wahrheit Der Letzten Stunde,Jodi Picoult,3404145844,3.8,7,2,
1923,Diez Cuentos De Eva Luna Con Guia De Comprension Y Repaso De Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,007001356X,3.97,10,1,
1924,Different Seasons,Stephen King,708823602,4.35,188,24,True
1925,Difficult Conversations: How To Discuss What Matters Most,Bruce Patton/Douglas Stone/Sheila Heen,014027782X,4.09,61,9,
1926,Difficult Loves,Italo Calvino,156260557,3.94,4084,205,
1927,Digging To America,Anne Tyler,307263940,3.55,17155,1841,
1928,Dime Store Magic,Kelley Armstrong,553587064,4.08,767,44,
1929,Dime-Store Alchemy: The Art Of Joseph Cornell,Charles Simic,1590171705,4.18,70,12,
1930,Dinner With Anna Karenina,Gloria Goldreich,778322270,2.99,411,65,
1931,Dionysiac Poetics And Euripides' Bacchae,Charles Segal,069101597X,4.62,12,0,
1932,Directing The Documentary,Michael Rabiger,240806085,4.23,183,24,
1933,Dirk Gently'S Holistic Detective Agency,Douglas Adams,1597770078,3.98,58,15,
1934,Dirt,Stuart Woods,61094234,3.89,6279,274,True
1935,Dirty Beasts,Roald Dahl/Quentin Blake,142302279,4.01,4075,121,
1936,"Dirty Italian: Everyday Slang From ""What'S Up?"" To ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,1569755663,4,46,0,
1937,Dirty Jokes And Beer: Stories Of The Unrefined,Drew Carey,786885599,3.53,1944,93,
1938,Dirty Little Secrets,Julie Leto,1416501622,3.58,444,51,
1939,Dirty Snow,Georges Simenon/Marc Romano/William T. Vollmann,1590170431,3.93,1780,220,
1940,Dirty White Boys,Stephen Hunter/Will Patten,1570421927,4.05,1,1,
1941,Disaster!: Catastrophes That Shook The World,Richard Bonson/Richard Platt,789420341,4.06,16,2,
1942,Discourse On Method And Meditations On First Philosophy,René Descartes/Donald A. Cress,872204200,3.71,24689,326,
1943,Discourse On The Origin Of Inequality,Jean-Jacques Rousseau,486434141,3.82,9975,210,
1944,Discourses  Books 3-4. The Enchiridion,Epictetus/William A. Oldfather,674992407,4.34,110,7,
1945,Discovering God'S Will,Sinclair B. Ferguson,851513344,4.24,92,17,
1946,Discovering Great Artists: Hands-On Art For Children In The Styles Of The Great Masters,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,935607099,4.24,400,29,
1947,Discovery Of The Presence Of God: Devotional Nonduality,David R. Hawkins,971500762,4.61,186,11,
1948,Disgrace,J.M. Coetzee,143036378,3.84,61545,3916,
1949,Disney'S Beauty And The Beast,Teddy Slater/Ron Dias/Ric González,736421971,4.41,28824,132,
1950,Disordered Minds,Minette Walters,425199355,3.78,2968,123,
1951,Disparitions,Natsuo Kirino,2268042618,3.81,104,9,
1952,Dispatch,Bentley Little,451216776,3.62,1291,100,
1953,Dispatches,Michael Herr,679735259,4.23,13108,795,
1954,Dispatches From The Edge: A Memoir Of War  Disasters  And Survival,Anderson Cooper,61132381,3.96,7205,825,
1955,Dispatches From The Tenth Circle: The Best Of The Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,609808346,4.21,3472,30,
1956,Dissecting Marilyn Manson,Gavin Baddeley,859653722,3.86,526,9,
1957,Divide And Conquer,Jeff Rovin/Tom Clancy/Steve Pieczenik,425174808,3.8,2560,30,
1958,Divine,Karen Kingsbury,141430935X,4.28,9043,424,True
1959,Divine By Choice,P.C. Cast,037380251X,4.1,6435,209,
1960,Divine By Mistake,P.C. Cast,373802471,4.09,8633,452,
1961,Divine Conspiracy: Rediscovering Our Hidden Life In God,Dallas Willard,6281141,4.22,52,2,
1962,Divine Filth: Lost Writings,Georges Bataille,1840681128,3.88,76,2,
1963,Divorcio A La Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,8420466557,2.88,6,0,
1964,Do Androids Dream Of Electric Sheep?,Philip K. Dick,752864300,4.08,267,28,
1965,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,439698391,3.9,547,185,
1966,Doce Cuentos Peregrinos,Gabriel García Márquez,1400034949,4.03,3205,195,
1967,Doctor Copernicus,John Banville,679737995,3.65,583,60,
1968,Doctor Faustus,Thomas Mann/John E. Woods,375701168,4.08,7825,314,
1969,Doctor Faustus And Other Plays,Christopher Marlowe/Eric Rasmussen/David Bevington,192834452,3.98,1712,40,
1970,Doctor Tandy'S First Guide To Life Extension And Transhumanity,Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,1581126506,4,3,0,
1971,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,1844350487,3.38,42,5,
1972,Doctor Who: Cat'S Cradle-Time'S Crucible,Marc Platt,426203658,3.22,589,40,
1973,Doctor Who: Cat'S Cradle-Warhead,Andrew Cartmel,426203674,3.51,410,34,
1974,Doctor Who: Cat'S Cradle-Witch Mark,Andrew    Hunt,426203682,3.22,399,25,
1975,Doctor Who: The Inside Story,Gary Russell,056348649X,4.22,273,10,
1976,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02,L. Alan LeDoux,1563924692,3.93,14,1,
1977,Does Anybody Have A Problem With That? The Best Of Politically Incorrect,Bill Maher,345412818,3.51,189,9,
1978,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers To Questions You Never Thought You Wanted To Ask,New Scientist/Mick O'Hare,743297261,3.52,606,45,
1979,Does God Know How To Tie Shoes?,Nancy White Carlstrom/Lori McElrath-Eslick,802850898,4.2,0,0,
1980,Dogeaters,Jessica Hagedorn,1559362154,3.59,90,8,True
1981,Dogged Pursuit,Lee Charles Kelley,60732296,3.86,64,6,
1982,Doisneau,Peter Hamilton/Robert Doisneau/David    Elliott,1900826240,4.36,4,0,
1983,Dominion,Randy Alcorn,1590525930,4.22,4180,104,
1984,Dominion: The Power Of Man  The Suffering Of Animals  And The Call To Mercy,Matthew Scully,312319738,4.16,1171,135,
1985,Don Delillo'S White Noise: A Reader'S Guide,Leonard  Orr,826414745,3.92,76,9,
1986,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,60934344,3.87,4956,705,
1987,Don Quixote: The Ormsby Translation  Revised  Backgrounds And Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,393090183,3.87,56,9,
1988,Don'T Get Too Comfortable: The Indignities Of Coach Class  The Torments Of Low Thread Count  The Never-Ending Quest For Artisanal Olive Oil  And Other First World Problems,David Rakoff,767916034,3.72,8410,751,
1989,Don'T Make Me Think: A Common Sense Approach To Web Usability,Steve Krug,321344758,4.25,7736,641,
1990,Don'T Stop The Carnival,Herman Wouk,316955124,3.93,2700,298,
1991,Don'T Wait For Your Ship To Come In... Swim Out To Meet It!: Bite-Sized Inspirations To Help You Achieve Your Dreams,John Mason,1562920588,3.22,9,2,
1992,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,689845073,4.1,7823,250,
1993,Doom Patrol  Vol. 1: Crawling From The Wreckage,Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,1563890348,4.08,5447,235,
1994,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,1401209998,4.15,2322,77,
1995,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,1401212026,4.27,1363,52,
1996,Doomed Queen Anne,Carolyn Meyer,152050868,3.87,3547,195,
1997,Dornen Des Glücks,V.C. Andrews/Michael Görden,3442552966,3.77,5,0,
